state_code,state_name,sex,age,mx,qx,lx,dx,Lx,Tx,ex
0,República Mexicana,male,94,0.1797021046,0.1648868478,10612.41783,1749.848123,9737.493768,44728.60825,4.214742481
0,República Mexicana,male,95,0.1948160535,0.1775238095,8862.569707,1573.317137,8075.911138,34991.11448,3.948190608
0,República Mexicana,male,96,0.2135779456,0.1929707929,7289.25257,1406.612848,6585.946146,26915.20334,3.692450369
0,República Mexicana,male,97,0.2322521818,0.2080877633,5882.639722,1224.105342,5270.587051,20329.2572,3.455805244
0,República Mexicana,male,98,0.253276656,0.2248074202,4658.53438,1047.273096,4134.897832,15058.67015,3.232490934
0,República Mexicana,male,99,0.2758961681,0.2424505757,3611.261284,875.5523774,3173.485095,10923.77232,3.024918846
0,República Mexicana,male,100,0.2995765702,0.2605493325,2735.708907,712.7871296,2379.315342,7750.28722,2.833008732
0,República Mexicana,male,101,0.32395087,0.2787932174,2022.921777,563.9768707,1740.933342,5370.971878,2.655056631
0,República Mexicana,male,102,0.3488023952,0.2970044614,1458.944906,433.3131462,1242.288333,3630.038537,2.488125851
0,República Mexicana,male,103,0.3747252747,0.3155946321,1025.63176,323.683878,863.7898212,2387.750203,2.32807748
0,República Mexicana,male,104,0.4042207792,0.3362592843,701.9478822,236.0364924,583.9296359,1523.960382,2.171044918
0,República Mexicana,male,105,0.4400977995,0.3607214429,465.9113897,168.0642288,381.8792753,940.0307462,2.017617013
0,República Mexicana,male,106,0.4828897338,0.3889739663,297.847161,115.8547916,239.9197652,558.1514709,1.873952631
0,República Mexicana,male,107,0.527607362,0.4174757282,181.9923694,75.97739694,144.0036709,318.2317057,1.748599168
0,República Mexicana,male,108,0.5773195876,0.448,106.0149725,47.49470767,82.26761864,174.2280348,1.643428571
0,República Mexicana,male,109,0.6363636364,1,58.5202648,58.5202648,91.96041612,91.96041612,1.571428571
0,República Mexicana,total,0,0.01188982687,0.01176394275,100000,1176.394275,98941.24515,7550094.39,75.5009439
0,República Mexicana,total,1,0.001463676155,0.001462605764,98823.60573,144.5399753,98751.33574,7451153.145,75.39851526
0,República Mexicana,total,2,0.0005752941419,0.0005751287079,98679.06575,56.75316358,98650.68917,7352401.809,74.50822272
0,República Mexicana,total,3,0.0003499081132,0.000349846906,98622.31259,34.50271092,98605.06123,7253751.12,73.55081147
0,República Mexicana,total,4,0.0002657541803,0.0002657188723,98587.80988,26.19664166,98574.71155,7155146.059,72.57637702
0,República Mexicana,total,5,0.0002252826295,0.0002252572562,98561.61323,22.20171856,98550.51237,7056571.347,71.59553416
0,República Mexicana,total,6,0.0002021118314,0.0002020914089,98539.41152,19.9139685,98529.45453,6958020.835,70.61155255
0,República Mexicana,total,7,0.0001924691314,0.000192450611,98519.49755,18.96013749,98510.01748,6859491.38,69.62572436
0,República Mexicana,total,8,0.0001938818085,0.0001938630153,98500.53741,19.09561119,98490.9896,6760981.363,68.63903021
0,República Mexicana,total,9,0.0002049761264,0.000204955121,98481.4418,20.18427582,98471.34966,6662490.373,67.65224241
0,República Mexicana,total,10,0.0002278451197,0.0002278191659,98461.25752,22.43136157,98450.04184,6564019.023,66.66600842
0,República Mexicana,total,11,0.000264863266,0.0002648281944,98438.82616,26.06937659,98425.79147,6465568.982,65.68108574
0,República Mexicana,total,12,0.0003211123153,0.0003210607671,98412.75678,31.59647518,98396.95855,6367143.19,64.69835211
0,República Mexicana,total,13,0.0003983792509,0.0003982999137,98381.16031,39.18520766,98361.56771,6268746.232,63.7189703
0,República Mexicana,total,14,0.0004988750128,0.0004987506056,98341.9751,49.04811964,98317.45104,6170384.664,62.74416044
0,República Mexicana,total,15,0.000621394321,0.0006212013155,98292.92698,61.05969555,98262.39713,6072067.213,61.77522025
0,República Mexicana,total,16,0.0007641062629,0.0007638144452,98231.86729,75.03091921,98194.35183,5973804.816,60.81330815
0,República Mexicana,total,17,0.0009232658552,0.000922839842,98156.83637,90.58303936,98111.54485,5875610.464,59.85941154
0,República Mexicana,total,18,0.001094707841,0.001094108977,98066.25333,107.2951681,98012.60574,5777498.919,58.91424137
0,República Mexicana,total,19,0.001275199711,0.001274387161,97958.95816,124.8376386,97896.53934,5679486.313,57.97822292
0,República Mexicana,total,20,0.001458705661,0.001457642525,97834.12052,142.6071745,97762.81693,5581589.774,57.0515659
