state_code,sex,age,qx_fitted,qx_source
1,total,11,0.000254457551,raw
1,total,12,0.0002900757823,raw
1,total,13,0.0003623976227,raw
1,total,14,0.0004359514641,raw
1,total,15,0.0005836433939,raw
1,total,16,0.0007335949822,raw
1,total,17,0.0008839779006,raw
1,total,18,0.001033095967,raw
1,total,19,0.001216477744,raw
1,total,20,0.001393625995,raw
1,total,21,0.001528773705,raw
1,total,22,0.001738248714,raw
1,total,23,0.001923949542,raw
1,total,24,0.002055423013,raw
1,total,25,0.002158460794,raw
1,total,26,0.002330038709,raw
1,total,27,0.002419568258,raw
1,total,28,0.002471060085,raw
1,total,29,0.002567787678,raw
1,total,30,0.002440714995,fitted
1,total,31,0.00247595875,fitted
1,total,32,0.002514841103,fitted
1,total,33,0.002557737542,fitted
1,total,34,0.002605062269,fitted
1,total,35,0.002657272179,fitted
1,total,36,0.002714871259,fitted
1,total,37,0.002778415424,fitted
1,total,38,0.002848517856,fitted
1,total,39,0.002925854884,fitted
1,total,40,0.003011172472,fitted
1,total,41,0.003105293354,fitted
1,total,42,0.003209124914,fitted
1,total,43,0.003323667851,fitted
1,total,44,0.003450025733,fitted
1,total,45,0.003589415514,fitted
1,total,46,0.003743179121,fitted
1,total,47,0.0039127962,fitted
1,total,48,0.004099898153,fitted
1,total,49,0.004306283582,fitted
1,total,50,0.004533935273,fitted
1,total,51,0.004785038881,fitted
1,total,52,0.005062003465,fitted
1,total,53,0.005367484058,fitted
1,total,54,0.005704406455,fitted
1,total,55,0.006075994432,fitted
1,total,56,0.006485799612,fitted
1,total,57,0.006937734222,fitted
1,total,58,0.007436106993,fitted
1,total,59,0.007985662481,fitted
1,total,60,0.008591624095,fitted
1,total,61,0.009259741143,fitted
1,total,62,0.009996340221,fitted
1,total,63,0.01080838128,fitted
1,total,64,0.01170351872,fitted
1,total,65,0.01269016788,fitted
1,total,66,0.01377757726,fitted
1,total,67,0.01497590685,fitted
1,total,68,0.01629631291,fitted
1,total,69,0.01775103952,fitted
1,total,70,0.0193535172,fitted
1,total,71,0.02111846874,fitted
1,total,72,0.02306202253,fitted
1,total,73,0.02520183331,fitted
1,total,74,0.02755721033,fitted
1,total,75,0.0301492525,fitted
1,total,76,0.03300099023,fitted
1,total,77,0.03613753295,fitted
1,total,78,0.03958622116,fitted
1,total,79,0.04337678149,fitted
1,total,80,0.04754148249,fitted
1,total,81,0.05211528816,fitted
1,total,82,0.05713600581,fitted
1,total,83,0.06264442321,fitted
1,total,84,0.06868442949,fitted
1,total,85,0.0753031124,fitted
1,total,86,0.08255082325,fitted
1,total,87,0.09048119877,fitted
1,total,88,0.09915112731,fitted
1,total,89,0.1086206444,fitted
1,total,90,0.1189527398,fitted
1,total,91,0.1219512195,raw
1,total,92,0.1318681319,raw
1,total,93,0.1442841287,raw
1,total,94,0.1555252387,raw
1,total,95,0.1669505963,raw
1,total,96,0.1849462366,raw
1,total,97,0.202247191,raw
1,total,98,0.2172284644,raw
1,total,99,0.2424242424,raw
1,total,100,0.2695035461,raw
1,total,101,0.2857142857,raw
1,total,102,0.303030303,raw
1,total,103,0.3255813953,raw
1,total,104,0.3448275862,raw
1,total,105,0.3529411765,raw
1,total,106,0.5,raw
1,total,107,0.4,raw
1,total,108,1,raw
1,total,109,1,raw
2,female,0,0.009107742334,raw
2,female,1,0.00119501083,raw
2,female,2,0.000478830181,raw
2,female,3,0.0003290014805,raw
2,female,4,0.0002527212665,raw
2,female,5,0.0002138884928,raw
2,female,6,0.0001752694768,raw
2,female,7,0.0001707154685,raw
2,female,8,0.0001661377947,raw
2,female,9,0.0001961874244,raw
2,female,10,0.0001945083801,raw
2,female,11,0.0002242188376,raw
2,female,12,0.0002527805865,raw
2,female,13,0.0002815095166,raw
2,female,14,0.0003423325294,raw
2,female,15,0.0004019106213,raw
2,female,16,0.000430504305,raw
2,female,17,0.0004886689878,raw
2,female,18,0.0005457853244,raw
2,female,19,0.0006014314067,raw
2,female,20,0.0006517359877,raw
2,female,21,0.0006983646627,raw
2,female,22,0.0007443671448,raw
2,female,23,0.0007946192922,raw
2,female,24,0.0008226833662,raw
2,female,25,0.0008547495584,raw
2,female,26,0.0008833796395,raw
2,female,27,0.0009369277288,raw
2,female,28,0.0009607776647,raw
2,female,29,0.0009868745682,raw
2,female,30,0.0009835085926,fitted
2,female,31,0.001018619089,fitted
2,female,32,0.001057370316,fitted
2,female,33,0.001100139629,fitted
2,female,34,0.001147343462,fitted
2,female,35,0.001199441361,fitted
2,female,36,0.001256940445,fitted
2,female,37,0.001320400314,fitted
2,female,38,0.001390438467,fitted
2,female,39,0.001467736277,fitted
2,female,40,0.001553045575,fitted
2,female,41,0.001647195913,fitted
2,female,42,0.001751102563,fitted
2,female,43,0.001865775342,fitted
2,female,44,0.001992328329,fitted
2,female,45,0.002131990573,fitted
2,female,46,0.002286117893,fitted
2,female,47,0.002456205866,fitted
2,female,48,0.002643904133,fitted
2,female,49,0.002851032146,fitted
2,female,50,0.003079596501,fitted
2,female,51,0.003331809996,fitted
2,female,52,0.003610112603,fitted
2,female,53,0.003917194518,fitted
2,female,54,0.004256021487,fitted
2,female,55,0.004629862629,fitted
2,female,56,0.005042320975,fitted
2,female,57,0.005497366979,fitted
2,female,58,0.005999375248,fitted
2,female,59,0.006553164803,fitted
2,female,60,0.007164043139,fitted
2,female,61,0.00783785442,fitted
2,female,62,0.008581032146,fitted
2,female,63,0.009400656623,fitted
2,female,64,0.01030451762,fitted
2,female,65,0.01130118256,fitted
2,female,66,0.01240007063,fitted
2,female,67,0.01361153317,fitted
2,female,68,0.01494694071,fitted
2,female,69,0.01641877695,fitted
2,female,70,0.01804074005,fitted
2,female,71,0.01982785128,fitted
2,female,72,0.02179657147,fitted
2,female,73,0.02396492498,fitted
2,female,74,0.02635263127,fitted
2,female,75,0.02898124376,fitted
2,female,76,0.03187429526,fitted
2,female,77,0.03505744935,fitted
2,female,78,0.03855865618,fitted
2,female,79,0.04240831123,fitted
2,female,80,0.04663941446,fitted
2,female,81,0.05128772695,fitted
2,female,82,0.05639192104,fitted
2,female,83,0.06199371913,fitted
2,female,84,0.06813801478,fitted
2,female,85,0.07487296872,fitted
2,female,86,0.08225007025,fitted
2,female,87,0.09032415312,fitted
2,female,88,0.09915335213,fitted
2,female,89,0.108798985,fitted
2,female,90,0.1193253408,fitted
2,female,91,0.1282367448,raw
2,female,92,0.1400304414,raw
2,female,93,0.1523809524,raw
